"rating","price_usd","dominant_label","norm_sentiment","skin_type","token_count","mentions_social_media"
3,52,"Moisterization",0.307692307692308,"oily",26,FALSE
3,90,"Texture, Fragrance & Makeup",0.197183098591549,"normal",71,FALSE
4,56,"Texture, Fragrance & Makeup",0.764705882352941,"oily",17,FALSE
2,15,"Moisterization",0.227272727272727,"combination",22,FALSE
2,8.9,"Texture, Fragrance & Makeup",0.0540540540540541,"combination",37,FALSE
5,122,"Moisterization",0.0727272727272727,"combination",55,FALSE
5,32,"Texture, Fragrance & Makeup",0.105263157894737,"combination",19,FALSE
5,74,"Problematic Skin (Acne/Sensitivity)",0.0155038759689922,"combination",129,FALSE
5,36,"Moisterization",0.0757575757575758,"combination",66,FALSE
4,48,"Purchase Experience & Satisfaction",-0.0303030303030303,"combination",33,FALSE
5,39,"Texture, Fragrance & Makeup",0.387096774193548,"normal",31,FALSE
5,10,"Problematic Skin (Acne/Sensitivity)",0.260869565217391,"normal",23,TRUE
5,35,"Purchase Experience & Satisfaction",0.25,"dry",12,FALSE
5,30,"Texture, Fragrance & Makeup",0.357142857142857,"combination",14,FALSE
5,18,"Moisterization",0.214285714285714,"dry",14,FALSE
5,36,"Purchase Experience & Satisfaction",0.263157894736842,"combination",19,FALSE
5,32,"Purchase Experience & Satisfaction",0.125,"combination",24,FALSE
5,60,"Problematic Skin (Acne/Sensitivity)",0.309090909090909,"combination",55,FALSE
5,49,"Moisterization",0.228571428571429,"combination",35,FALSE
5,52,"Purchase Experience & Satisfaction",0,"combination",25,FALSE
1,49,"Problematic Skin (Acne/Sensitivity)",0.153846153846154,"combination",26,FALSE
4,49,"Moisterization",0.375,"combination",24,FALSE
5,80,"Texture, Fragrance & Makeup",0.45,"combination",20,FALSE
5,32,"Purchase Experience & Satisfaction",0.115384615384615,"combination",26,FALSE
5,38,"Texture, Fragrance & Makeup",0.0571428571428571,"combination",35,FALSE
3,20,"Purchase Experience & Satisfaction",0.0833333333333333,"dry",12,FALSE
5,10.9,"Texture, Fragrance & Makeup",0.75,"dry",8,FALSE
5,32.5,"Problematic Skin (Acne/Sensitivity)",0.263157894736842,"oily",19,FALSE
5,35,"Purchase Experience & Satisfaction",0.6,"combination",10,FALSE
5,39,"Problematic Skin (Acne/Sensitivity)",0.0952380952380952,"combination",21,FALSE
5,36,"Purchase Experience & Satisfaction",0.0576923076923077,"dry",52,FALSE
5,65,"Moisterization",0,"normal",34,FALSE
5,7,"Moisterization",-0.416666666666667,"combination",12,FALSE
3,38.5,"Texture, Fragrance & Makeup",0.217391304347826,"normal",46,FALSE
5,38,"Texture, Fragrance & Makeup",0.153846153846154,"dry",13,FALSE
1,132,"Texture, Fragrance & Makeup",0.428571428571429,"oily",14,FALSE
5,36,"Texture, Fragrance & Makeup",0.25,"combination",12,FALSE
5,39,"Texture, Fragrance & Makeup",0.277777777777778,"oily",18,FALSE
5,42,"Moisterization",0.272727272727273,"combination",11,FALSE
1,27,"Problematic Skin (Acne/Sensitivity)",0.115384615384615,"combination",26,FALSE
5,15.7,"Problematic Skin (Acne/Sensitivity)",0.25,"dry",20,FALSE
4,65,"Texture, Fragrance & Makeup",0.285714285714286,"combination",28,FALSE
1,38,"Problematic Skin (Acne/Sensitivity)",0.115384615384615,"combination",26,FALSE
5,115,"Texture, Fragrance & Makeup",0.05,"dry",20,FALSE
5,68,"Moisterization",-0.222222222222222,"combination",9,FALSE
5,22,"Problematic Skin (Acne/Sensitivity)",0.1875,"normal",16,FALSE
5,18,"Problematic Skin (Acne/Sensitivity)",0.285714285714286,"combination",7,FALSE
1,105,"Texture, Fragrance & Makeup",0.204081632653061,"dry",49,FALSE
5,39,"Purchase Experience & Satisfaction",0.2,"combination",20,FALSE
5,15,"Moisterization",0.117647058823529,"oily",34,FALSE
4,48,"Texture, Fragrance & Makeup",0.407407407407407,"combination",54,FALSE
4,38,"Problematic Skin (Acne/Sensitivity)",0.25,"combination",40,FALSE
5,18,"Problematic Skin (Acne/Sensitivity)",0.296296296296296,"combination",27,FALSE
5,122,"Purchase Experience & Satisfaction",0.363636363636364,"oily",44,FALSE
5,24,"Problematic Skin (Acne/Sensitivity)",0.230769230769231,"normal",13,FALSE
5,6.5,"Problematic Skin (Acne/Sensitivity)",0.210526315789474,"combination",19,FALSE
5,33,"Purchase Experience & Satisfaction",0.235294117647059,"combination",17,FALSE
5,10.9,"Purchase Experience & Satisfaction",0,"combination",7,FALSE
5,13,"Purchase Experience & Satisfaction",1,"normal",10,FALSE
5,42,"Moisterization",0.185185185185185,"combination",27,FALSE
5,29,"Problematic Skin (Acne/Sensitivity)",0.125,"oily",32,FALSE
5,60,"Texture, Fragrance & Makeup",0.304347826086957,"combination",23,FALSE
4,34,"Purchase Experience & Satisfaction",0.272727272727273,"combination",11,FALSE
5,32,"Moisterization",0.181818181818182,"combination",66,FALSE
5,19,"Purchase Experience & Satisfaction",0.241379310344828,"combination",29,FALSE
5,40,"Moisterization",0.352941176470588,"combination",17,FALSE
5,38.5,"Problematic Skin (Acne/Sensitivity)",0.268292682926829,"combination",41,FALSE
5,39,"Moisterization",0.0810810810810811,"combination",37,FALSE
5,19,"Problematic Skin (Acne/Sensitivity)",0.102564102564103,"combination",39,FALSE
5,10,"Moisterization",0.1875,"combination",16,FALSE
3,35,"Purchase Experience & Satisfaction",0.126315789473684,"dry",95,FALSE
5,52,"Problematic Skin (Acne/Sensitivity)",0.357142857142857,"combination",14,FALSE
5,20,"Problematic Skin (Acne/Sensitivity)",0.230769230769231,"dry",26,FALSE
5,38,"Texture, Fragrance & Makeup",0.25,"oily",36,FALSE
5,80,"Texture, Fragrance & Makeup",0.0909090909090909,"combination",22,FALSE
4,34,"Purchase Experience & Satisfaction",0.257142857142857,"normal",35,FALSE
5,54,"Moisterization",0.3,"combination",30,FALSE
5,145,"Texture, Fragrance & Makeup",0.0185185185185185,"combination",54,FALSE
5,60,"Texture, Fragrance & Makeup",0.6,"combination",20,FALSE
5,49,"Purchase Experience & Satisfaction",0.235294117647059,"normal",17,FALSE
5,51,"Moisterization",0.647058823529412,"normal",17,FALSE
5,39,"Purchase Experience & Satisfaction",0.166666666666667,"dry",18,FALSE
5,18,"Problematic Skin (Acne/Sensitivity)",0.333333333333333,"normal",24,FALSE
1,39,"Texture, Fragrance & Makeup",-0.666666666666667,"combination",6,FALSE
4,80,"Purchase Experience & Satisfaction",0.454545454545455,"dry",22,FALSE
1,19,"Problematic Skin (Acne/Sensitivity)",0.2,"normal",15,FALSE
5,15.7,"Problematic Skin (Acne/Sensitivity)",0.142857142857143,"combination",28,FALSE
4,36,"Problematic Skin (Acne/Sensitivity)",0.214285714285714,"combination",14,FALSE
4,6,"Purchase Experience & Satisfaction",0.170731707317073,"combination",41,FALSE
2,64,"Texture, Fragrance & Makeup",0.272727272727273,"combination",33,FALSE
5,18,"Purchase Experience & Satisfaction",0.235294117647059,"combination",17,FALSE
5,15,"Problematic Skin (Acne/Sensitivity)",0.2,"combination",25,FALSE
5,74,"Texture, Fragrance & Makeup",0.545454545454545,"combination",33,FALSE
5,21,"Purchase Experience & Satisfaction",0.214285714285714,"combination",14,FALSE
5,5.99,"Problematic Skin (Acne/Sensitivity)",0.102941176470588,"dry",68,FALSE
1,89,"Moisterization",0.0588235294117647,"combination",17,FALSE
5,24,"Purchase Experience & Satisfaction",0.0882352941176471,"combination",34,FALSE
4,55,"Texture, Fragrance & Makeup",0.0512820512820513,"combination",39,FALSE
5,13,"Problematic Skin (Acne/Sensitivity)",0.0967741935483871,"dry",62,FALSE
5,92,"Moisterization",0.444444444444444,"combination",9,FALSE
4,18,"Purchase Experience & Satisfaction",0.125,"combination",56,FALSE
5,44,"Texture, Fragrance & Makeup",0.461538461538462,"combination",13,FALSE
1,6.5,"Problematic Skin (Acne/Sensitivity)",-0.0714285714285714,"combination",28,FALSE
4,10,"Texture, Fragrance & Makeup",0.172413793103448,"dry",29,FALSE
5,52,"Moisterization",0.142857142857143,"combination",14,FALSE
5,68,"Purchase Experience & Satisfaction",0.178571428571429,"combination",28,FALSE
5,55,"Moisterization",0.137254901960784,"combination",51,FALSE
4,115,"Texture, Fragrance & Makeup",0.576923076923077,"combination",26,FALSE
5,32.5,"Purchase Experience & Satisfaction",0.571428571428571,"combination",7,FALSE
5,39,"Problematic Skin (Acne/Sensitivity)",0.189189189189189,"combination",111,FALSE
3,38,"Texture, Fragrance & Makeup",0.22,"combination",50,FALSE
4,40,"Texture, Fragrance & Makeup",0.243243243243243,"combination",37,FALSE
4,18,"Problematic Skin (Acne/Sensitivity)",0.2,"combination",20,FALSE
2,40,"Purchase Experience & Satisfaction",0.242857142857143,"combination",70,FALSE
5,245,"Moisterization",0.473684210526316,"combination",19,FALSE
5,39,"Purchase Experience & Satisfaction",0.15625,"normal",32,FALSE
5,14,"Texture, Fragrance & Makeup",0.2,"dry",55,FALSE
4,14,"Purchase Experience & Satisfaction",0.129032258064516,"oily",62,FALSE
5,26,"Problematic Skin (Acne/Sensitivity)",0.0740740740740741,"oily",27,FALSE
5,39,"Texture, Fragrance & Makeup",0.162162162162162,"combination",37,FALSE
5,28,"Moisterization",0.0434782608695652,"combination",46,FALSE
5,20,"Problematic Skin (Acne/Sensitivity)",0.22,"combination",50,FALSE
1,49,"Problematic Skin (Acne/Sensitivity)",0.04,"combination",50,FALSE
5,18,"Purchase Experience & Satisfaction",-0.0888888888888889,"combination",45,FALSE
5,50,"Purchase Experience & Satisfaction",0.218181818181818,"dry",55,FALSE
5,41,"Problematic Skin (Acne/Sensitivity)",0.7,"combination",10,FALSE
5,18,"Purchase Experience & Satisfaction",0.0632911392405063,"oily",79,FALSE
5,38,"Texture, Fragrance & Makeup",0.4,"combination",30,FALSE
1,380,"Texture, Fragrance & Makeup",0.21875,"oily",32,FALSE
4,39,"Purchase Experience & Satisfaction",0.4,"normal",20,FALSE
4,92,"Purchase Experience & Satisfaction",0.125,"dry",40,FALSE
2,12,"Moisterization",0.25,"dry",16,FALSE
5,65,"Texture, Fragrance & Makeup",0.238095238095238,"dry",21,FALSE
5,49,"Texture, Fragrance & Makeup",0.0714285714285714,"combination",14,FALSE
2,21,"Purchase Experience & Satisfaction",0.222222222222222,"dry",18,FALSE
5,38,"Texture, Fragrance & Makeup",0.269230769230769,"normal",52,FALSE
5,38,"Texture, Fragrance & Makeup",0.217391304347826,"dry",23,FALSE
5,71,"Moisterization",0,"combination",7,FALSE
5,68,"Problematic Skin (Acne/Sensitivity)",0.466666666666667,"normal",45,FALSE
5,38,"Problematic Skin (Acne/Sensitivity)",0.08,"normal",25,FALSE
5,46,"Purchase Experience & Satisfaction",0.375,"oily",16,FALSE
3,18,"Texture, Fragrance & Makeup",0.346938775510204,"combination",49,FALSE
5,34,"Purchase Experience & Satisfaction",0,"dry",39,FALSE
4,49,"Moisterization",0.0444444444444444,"dry",45,FALSE
5,78,"Moisterization",0.291666666666667,"combination",24,FALSE
5,122,"Moisterization",0.104166666666667,"dry",48,FALSE
5,55,"Purchase Experience & Satisfaction",0.307692307692308,"normal",26,FALSE
5,122,"Purchase Experience & Satisfaction",0.232558139534884,"combination",43,FALSE
4,82,"Moisterization",0,"combination",19,FALSE
5,122,"Moisterization",0.227272727272727,"dry",22,FALSE
5,82,"Purchase Experience & Satisfaction",0.109375,"oily",64,FALSE
4,65,"Problematic Skin (Acne/Sensitivity)",0.25,"combination",32,FALSE
5,51,"Texture, Fragrance & Makeup",0.0357142857142857,"combination",28,FALSE
2,24,"Moisterization",0.578947368421053,"combination",19,FALSE
5,130,"Purchase Experience & Satisfaction",0.151515151515152,"normal",33,FALSE
5,195,"Moisterization",0.272727272727273,"combination",22,FALSE
5,65,"Problematic Skin (Acne/Sensitivity)",0.444444444444444,"oily",18,FALSE
5,9.5,"Moisterization",0.264705882352941,"combination",34,FALSE
5,39,"Moisterization",0.4375,"normal",16,FALSE
5,39,"Texture, Fragrance & Makeup",0.346153846153846,"dry",26,FALSE
5,68,"Moisterization",0.0740740740740741,"combination",27,FALSE
4,92,"Moisterization",-0.105263157894737,"combination",19,FALSE
5,90,"Problematic Skin (Acne/Sensitivity)",0.129032258064516,"combination",62,FALSE
4,92,"Moisterization",0.636363636363636,"combination",11,FALSE
5,70,"Texture, Fragrance & Makeup",0.224489795918367,"combination",49,FALSE
5,52,"Moisterization",0.555555555555556,"combination",9,FALSE
5,54,"Problematic Skin (Acne/Sensitivity)",-0.178571428571429,"oily",28,FALSE
5,37,"Purchase Experience & Satisfaction",0.214285714285714,"normal",14,FALSE
5,32.5,"Texture, Fragrance & Makeup",0.317073170731707,"oily",41,FALSE
5,68,"Texture, Fragrance & Makeup",0.125,"oily",24,FALSE
5,48,"Texture, Fragrance & Makeup",0.342105263157895,"normal",38,FALSE
5,66,"Texture, Fragrance & Makeup",0.294117647058824,"combination",51,FALSE
5,21,"Problematic Skin (Acne/Sensitivity)",0.15,"combination",40,FALSE
5,20,"Problematic Skin (Acne/Sensitivity)",0.384615384615385,"combination",13,FALSE
3,49,"Moisterization",0.375,"combination",16,FALSE
5,24,"Problematic Skin (Acne/Sensitivity)",0.916666666666667,"dry",12,FALSE
5,54,"Purchase Experience & Satisfaction",0.210526315789474,"combination",19,FALSE
5,39,"Texture, Fragrance & Makeup",0.368421052631579,"oily",19,FALSE
4,19,"Moisterization",0.24,"normal",25,FALSE
5,38,"Texture, Fragrance & Makeup",0.25,"dry",8,FALSE
5,380,"Texture, Fragrance & Makeup",0.24,"dry",25,FALSE
5,38,"Purchase Experience & Satisfaction",0.3,"combination",20,FALSE
5,19,"Moisterization",0.15625,"combination",32,FALSE
5,78,"Problematic Skin (Acne/Sensitivity)",0.4,"combination",25,FALSE
5,48,"Problematic Skin (Acne/Sensitivity)",0.0964912280701754,"oily",114,FALSE
5,95,"Moisterization",0.296296296296296,"oily",27,FALSE
5,39,"Texture, Fragrance & Makeup",0.224137931034483,"combination",58,FALSE
5,22,"Problematic Skin (Acne/Sensitivity)",0.5,"combination",6,FALSE
5,49,"Texture, Fragrance & Makeup",0.956521739130435,"dry",23,FALSE
4,27,"Problematic Skin (Acne/Sensitivity)",0.0641025641025641,"oily",78,FALSE
5,58,"Moisterization",0.212121212121212,"oily",33,FALSE
5,6,"Purchase Experience & Satisfaction",0.416666666666667,"combination",12,FALSE
5,92,"Purchase Experience & Satisfaction",0.162162162162162,"dry",37,FALSE
4,20,"Problematic Skin (Acne/Sensitivity)",0.181818181818182,"oily",11,FALSE
2,21,"Problematic Skin (Acne/Sensitivity)",0.222222222222222,"dry",63,FALSE
4,39,"Problematic Skin (Acne/Sensitivity)",-0.0512820512820513,"combination",39,FALSE
4,64,"Texture, Fragrance & Makeup",0.636363636363636,"combination",22,FALSE
1,78,"Purchase Experience & Satisfaction",-0.111111111111111,"combination",9,FALSE
5,48,"Problematic Skin (Acne/Sensitivity)",0.5625,"combination",16,FALSE
4,110,"Texture, Fragrance & Makeup",0.128205128205128,"combination",39,FALSE
5,98,"Texture, Fragrance & Makeup",0.157894736842105,"oily",19,FALSE
5,16,"Moisterization",0.157894736842105,"combination",19,FALSE
5,23.5,"Texture, Fragrance & Makeup",0.19047619047619,"oily",21,FALSE
5,49,"Moisterization",0.117647058823529,"combination",34,FALSE
5,24,"Purchase Experience & Satisfaction",0.277777777777778,"dry",18,FALSE
5,38,"Problematic Skin (Acne/Sensitivity)",0,"dry",23,FALSE
5,39,"Texture, Fragrance & Makeup",0.333333333333333,"normal",15,FALSE
5,14,"Problematic Skin (Acne/Sensitivity)",0.0925925925925926,"combination",54,FALSE
5,34,"Purchase Experience & Satisfaction",0.19047619047619,"combination",21,FALSE
5,33,"Moisterization",0.238095238095238,"oily",21,FALSE
4,60,"Texture, Fragrance & Makeup",0.444444444444444,"combination",18,FALSE
5,3,"Purchase Experience & Satisfaction",0.28,"combination",25,FALSE
5,125,"Problematic Skin (Acne/Sensitivity)",0.28125,"dry",32,FALSE
3,39,"Moisterization",-0.0294117647058824,"normal",34,FALSE
5,36,"Texture, Fragrance & Makeup",0.416666666666667,"combination",12,FALSE
4,49,"Texture, Fragrance & Makeup",0.12,"combination",50,FALSE
5,82,"Moisterization",0.0975609756097561,"combination",41,FALSE
5,80,"Texture, Fragrance & Makeup",0.541666666666667,"combination",24,FALSE
5,39,"Moisterization",0.113636363636364,"dry",44,FALSE
5,11.99,"Moisterization",0,"combination",6,FALSE
4,24,"Moisterization",0.5,"oily",20,FALSE
5,48,"Moisterization",0.125,"oily",24,FALSE
2,18,"Texture, Fragrance & Makeup",0,"combination",28,FALSE
5,65,"Moisterization",0.296296296296296,"dry",27,FALSE
5,39,"Problematic Skin (Acne/Sensitivity)",0.428571428571429,"oily",14,FALSE
5,5.99,"Problematic Skin (Acne/Sensitivity)",0.7,"dry",20,FALSE
5,38,"Problematic Skin (Acne/Sensitivity)",0.264705882352941,"oily",34,FALSE
4,22,"Purchase Experience & Satisfaction",0.0357142857142857,"combination",28,FALSE
4,49,"Problematic Skin (Acne/Sensitivity)",0.258064516129032,"combination",31,FALSE
5,38,"Texture, Fragrance & Makeup",0.0952380952380952,"combination",21,FALSE
5,38.5,"Texture, Fragrance & Makeup",0,"combination",24,FALSE
5,66,"Texture, Fragrance & Makeup",0.307692307692308,"combination",26,FALSE
4,32,"Problematic Skin (Acne/Sensitivity)",0.307692307692308,"oily",13,FALSE
5,34,"Purchase Experience & Satisfaction",0.0363636363636364,"oily",55,FALSE
5,48,"Texture, Fragrance & Makeup",0.7,"dry",20,FALSE
5,41,"Moisterization",0.75,"combination",8,FALSE
5,49,"Purchase Experience & Satisfaction",0.125,"combination",24,FALSE
5,6,"Texture, Fragrance & Makeup",0.533333333333333,"dry",15,FALSE
5,70,"Purchase Experience & Satisfaction",0.0476190476190476,"combination",63,FALSE
5,38,"Problematic Skin (Acne/Sensitivity)",0.175,"normal",80,FALSE
5,82,"Problematic Skin (Acne/Sensitivity)",0,"combination",11,FALSE
5,48,"Moisterization",0.0333333333333333,"combination",30,FALSE
2,8.9,"Purchase Experience & Satisfaction",0.181818181818182,"dry",11,FALSE
5,19,"Moisterization",0.157894736842105,"oily",38,FALSE
5,9.5,"Problematic Skin (Acne/Sensitivity)",0,"combination",13,FALSE
5,38,"Moisterization",0.125,"combination",16,FALSE
5,10,"Texture, Fragrance & Makeup",0.25,"combination",12,FALSE
5,11.99,"Texture, Fragrance & Makeup",0.5,"combination",6,FALSE
5,32,"Purchase Experience & Satisfaction",0.0980392156862745,"normal",51,FALSE
3,28,"Moisterization",0.222222222222222,"combination",9,FALSE
5,50,"Purchase Experience & Satisfaction",0,"combination",24,FALSE
3,45,"Texture, Fragrance & Makeup",0.555555555555556,"oily",9,FALSE
5,32.5,"Texture, Fragrance & Makeup",-0.04,"combination",50,FALSE
5,33,"Moisterization",0,"combination",7,FALSE
3,22,"Texture, Fragrance & Makeup",0.148148148148148,"combination",27,FALSE
5,38,"Texture, Fragrance & Makeup",0.454545454545455,"combination",11,FALSE
5,24,"Moisterization",0.04,"combination",25,FALSE
3,6,"Moisterization",0.176470588235294,"combination",17,FALSE
5,18,"Problematic Skin (Acne/Sensitivity)",0.833333333333333,"dry",6,FALSE
4,52,"Texture, Fragrance & Makeup",0.148148148148148,"normal",27,FALSE
5,71,"Texture, Fragrance & Makeup",0.277777777777778,"combination",18,FALSE
1,85,"Texture, Fragrance & Makeup",0,"normal",20,FALSE
5,39,"Moisterization",0.576923076923077,"dry",26,FALSE
5,38.5,"Texture, Fragrance & Makeup",0.222222222222222,"combination",18,FALSE
5,54,"Moisterization",0.6,"dry",10,FALSE
2,48,"Purchase Experience & Satisfaction",0.147058823529412,"combination",34,FALSE
5,39,"Problematic Skin (Acne/Sensitivity)",0.111111111111111,"combination",27,FALSE
2,52,"Purchase Experience & Satisfaction",0,"combination",11,FALSE
5,90,"Moisterization",-0.0714285714285714,"combination",14,FALSE
4,18,"Texture, Fragrance & Makeup",0.0612244897959184,"combination",49,FALSE
5,24,"Purchase Experience & Satisfaction",0.0555555555555556,"combination",36,FALSE
5,45,"Purchase Experience & Satisfaction",0.0645161290322581,"combination",31,FALSE
5,52,"Purchase Experience & Satisfaction",0,"dry",8,FALSE
5,13,"Purchase Experience & Satisfaction",0.2,"combination",15,FALSE
5,78,"Purchase Experience & Satisfaction",0.2,"dry",10,FALSE
4,78,"Texture, Fragrance & Makeup",0.769230769230769,"normal",13,FALSE
5,19,"Purchase Experience & Satisfaction",0.2,"combination",25,FALSE
5,24,"Texture, Fragrance & Makeup",0.333333333333333,"dry",24,FALSE
5,52,"Purchase Experience & Satisfaction",0.333333333333333,"dry",12,FALSE
5,39,"Problematic Skin (Acne/Sensitivity)",0.428571428571429,"normal",7,FALSE
5,14,"Texture, Fragrance & Makeup",0.434782608695652,"oily",23,FALSE
5,36,"Texture, Fragrance & Makeup",1.2,"combination",5,FALSE
5,8.9,"Purchase Experience & Satisfaction",0.166666666666667,"oily",18,FALSE
4,19,"Purchase Experience & Satisfaction",0.0909090909090909,"combination",55,FALSE
5,23.5,"Purchase Experience & Satisfaction",0.35,"dry",20,FALSE
5,70,"Purchase Experience & Satisfaction",0.115384615384615,"combination",26,FALSE
4,19,"Problematic Skin (Acne/Sensitivity)",1,"dry",3,FALSE
5,28,"Texture, Fragrance & Makeup",0.142857142857143,"combination",21,FALSE
5,245,"Purchase Experience & Satisfaction",0.0591397849462366,"combination",186,FALSE
5,15,"Texture, Fragrance & Makeup",0.217391304347826,"normal",23,FALSE
4,34,"Problematic Skin (Acne/Sensitivity)",0.260869565217391,"combination",23,FALSE
2,42,"Problematic Skin (Acne/Sensitivity)",0.256410256410256,"combination",39,FALSE
5,45,"Moisterization",0.333333333333333,"oily",24,FALSE
3,62,"Purchase Experience & Satisfaction",0.0416666666666667,"combination",24,FALSE
2,52,"Purchase Experience & Satisfaction",0.344827586206897,"combination",29,FALSE
4,22,"Purchase Experience & Satisfaction",0.153846153846154,"normal",65,FALSE
4,55,"Texture, Fragrance & Makeup",0.0454545454545455,"combination",88,FALSE
5,92,"Purchase Experience & Satisfaction",0.28,"dry",25,FALSE
5,65,"Problematic Skin (Acne/Sensitivity)",0.5,"combination",6,FALSE
4,7,"Purchase Experience & Satisfaction",0.428571428571429,"combination",21,FALSE
4,40,"Moisterization",0.195121951219512,"oily",41,FALSE
5,68,"Moisterization",-0.3,"dry",10,FALSE
5,24,"Purchase Experience & Satisfaction",0.266666666666667,"combination",45,FALSE
5,32,"Texture, Fragrance & Makeup",0.5,"dry",10,FALSE
2,52,"Purchase Experience & Satisfaction",0.0689655172413793,"dry",29,FALSE
5,52,"Moisterization",0.138613861386139,"oily",101,FALSE
5,39,"Problematic Skin (Acne/Sensitivity)",0.245283018867925,"normal",53,FALSE
5,17,"Purchase Experience & Satisfaction",0.166666666666667,"combination",42,FALSE
1,48,"Problematic Skin (Acne/Sensitivity)",0.105263157894737,"combination",19,FALSE
3,54,"Moisterization",0.444444444444444,"combination",18,FALSE
1,14,"Moisterization",0,"dry",19,FALSE
5,82,"Problematic Skin (Acne/Sensitivity)",0,"normal",17,FALSE
5,65,"Purchase Experience & Satisfaction",0.1875,"combination",16,FALSE
5,68,"Texture, Fragrance & Makeup",0.333333333333333,"normal",18,FALSE
5,60,"Purchase Experience & Satisfaction",0.105263157894737,"combination",19,FALSE
5,92,"Problematic Skin (Acne/Sensitivity)",-0.142857142857143,"combination",28,FALSE
5,49,"Purchase Experience & Satisfaction",0.137254901960784,"combination",51,FALSE
2,18,"Purchase Experience & Satisfaction",0.166666666666667,"dry",6,FALSE
5,68,"Purchase Experience & Satisfaction",0.260869565217391,"dry",92,FALSE
5,16,"Purchase Experience & Satisfaction",0,"normal",6,FALSE
5,38,"Problematic Skin (Acne/Sensitivity)",0.212121212121212,"combination",33,FALSE
5,18,"Texture, Fragrance & Makeup",0.363636363636364,"oily",11,FALSE
3,22,"Texture, Fragrance & Makeup",0.384615384615385,"oily",26,FALSE
3,60,"Moisterization",0.15,"combination",40,FALSE
3,7,"Moisterization",0.129032258064516,"dry",31,FALSE
3,54,"Problematic Skin (Acne/Sensitivity)",0.1875,"combination",48,FALSE
2,22,"Problematic Skin (Acne/Sensitivity)",0.0769230769230769,"normal",13,FALSE
3,25,"Problematic Skin (Acne/Sensitivity)",0.259259259259259,"combination",27,FALSE
5,38,"Texture, Fragrance & Makeup",0.352941176470588,"combination",17,FALSE
3,14,"Purchase Experience & Satisfaction",0.05,"oily",20,FALSE
4,39,"Purchase Experience & Satisfaction",0.333333333333333,"dry",9,FALSE
5,100,"Texture, Fragrance & Makeup",0.158536585365854,"dry",82,FALSE
5,78,"Moisterization",0.142857142857143,"combination",35,FALSE
5,70,"Problematic Skin (Acne/Sensitivity)",0.0625,"combination",16,FALSE
5,27,"Texture, Fragrance & Makeup",0.5,"combination",14,FALSE
5,3,"Problematic Skin (Acne/Sensitivity)",0.0882352941176471,"combination",34,FALSE
5,7,"Problematic Skin (Acne/Sensitivity)",0.48780487804878,"combination",41,FALSE
3,39,"Problematic Skin (Acne/Sensitivity)",0.363636363636364,"normal",11,FALSE
5,78,"Texture, Fragrance & Makeup",0.181818181818182,"normal",44,FALSE
5,52,"Purchase Experience & Satisfaction",-0.037037037037037,"combination",27,FALSE
1,49,"Problematic Skin (Acne/Sensitivity)",0.09375,"combination",32,FALSE
2,10,"Purchase Experience & Satisfaction",0.194444444444444,"oily",36,TRUE
5,92,"Purchase Experience & Satisfaction",0.146341463414634,"normal",82,FALSE
5,71,"Texture, Fragrance & Makeup",0.217391304347826,"normal",46,FALSE
4,36,"Moisterization",0.285714285714286,"combination",7,FALSE
4,68,"Purchase Experience & Satisfaction",0.178947368421053,"combination",95,FALSE
5,7,"Moisterization",0.10989010989011,"oily",91,FALSE
5,82,"Problematic Skin (Acne/Sensitivity)",0,"combination",34,FALSE
4,6,"Purchase Experience & Satisfaction",0.171428571428571,"oily",35,FALSE
5,36,"Moisterization",0.375,"dry",16,FALSE
5,35,"Purchase Experience & Satisfaction",0.114285714285714,"combination",175,FALSE
5,22,"Problematic Skin (Acne/Sensitivity)",0.0833333333333333,"combination",24,FALSE
5,24,"Moisterization",0.2,"dry",15,FALSE
4,36,"Moisterization",0.727272727272727,"oily",11,FALSE
5,20,"Texture, Fragrance & Makeup",0,"combination",25,FALSE
5,20,"Texture, Fragrance & Makeup",0.27906976744186,"combination",43,FALSE
4,49,"Problematic Skin (Acne/Sensitivity)",0.161290322580645,"combination",31,FALSE
5,110,"Purchase Experience & Satisfaction",0.14,"normal",50,FALSE
1,26,"Problematic Skin (Acne/Sensitivity)",0.037037037037037,"dry",27,FALSE
4,85,"Moisterization",0.0615384615384615,"dry",65,FALSE
5,38,"Texture, Fragrance & Makeup",0.314285714285714,"combination",35,FALSE
4,19,"Texture, Fragrance & Makeup",0.245283018867925,"oily",53,FALSE
3,8,"Texture, Fragrance & Makeup",0.25,"normal",12,FALSE
5,60,"Texture, Fragrance & Makeup",0.103448275862069,"combination",29,FALSE
3,38.5,"Purchase Experience & Satisfaction",0,"oily",11,FALSE
1,24,"Purchase Experience & Satisfaction",0,"combination",7,FALSE
5,65,"Problematic Skin (Acne/Sensitivity)",0.238095238095238,"dry",21,FALSE
5,92,"Problematic Skin (Acne/Sensitivity)",0.384615384615385,"combination",13,FALSE
5,36,"Moisterization",0.631578947368421,"dry",19,FALSE
5,60,"Texture, Fragrance & Makeup",0.196428571428571,"oily",56,FALSE
4,92,"Problematic Skin (Acne/Sensitivity)",0.0735294117647059,"dry",68,FALSE
5,32,"Moisterization",0.2,"combination",25,FALSE
5,24,"Moisterization",0.333333333333333,"combination",18,FALSE
4,8.9,"Texture, Fragrance & Makeup",0.277777777777778,"combination",18,FALSE
5,32,"Texture, Fragrance & Makeup",0.102564102564103,"combination",78,FALSE
